id	claim	source_url	source_locator	status
03-date-duty	Dutch guidance says prepacked food generally needs a readable, findable durability date; highly perishable food uses a use-by date and other food a best-before date.	https://www.nvwa.nl/onderwerpen/voedselveiligheid/etikettering-van-levensmiddelen/houdbaarheidsdatum-levensmiddelen	excerpts/03-date-duty.txt — sections “Vermeld houdbaarheid leesbaar en vindbaar”, “Uiterste consumptiedatum op zeer bederfelijke producten”, and “Minimale houdbaarheid op alle andere producten”	checked-by:codex:2026-09-03
03-lot-duty	Directive 2011/91/EU generally prohibits marketing food without a lot indication, subject to listed exemptions, and requires the indication on prepackaging or its label.	https://eur-lex.europa.eu/eli/dir/2011/91/oj/eng	excerpts/03-lot-duty.txt — Articles 1–4	checked-by:codex:2026-09-03
03-trace-withdraw	EU General Food Law Article 18 requires traceability systems and Article 19 requires withdrawal procedures when a food business operator believes food is unsafe.	https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32002R0178	excerpts/03-trace-withdraw.txt — Articles 18–19	checked-by:codex:2026-09-03
03-real-warning	The NVWA published a December 2025 safety warning after pita packs lacked a durability date and wrap packs showed 2026 instead of 2025.	https://www.nvwa.nl/documenten/2025/12/19/veiligheidswaarschuwing-upfront-pitas-en-wraps	excerpts/03-real-warning.txt — warning dated 19 December 2025, “Om welke producten gaat het?”	checked-by:codex:2026-09-03
03-no-budget-proof	A public warning proves that date-code escapes occur and can have consequences, but does not prove that cheese packers will buy this proposed module.	https://www.nvwa.nl/documenten/2025/12/19/veiligheidswaarschuwing-upfront-pitas-en-wraps	excerpts/03-no-budget-proof.txt — warning opening and product details (fact underlying inference)	inference
03-hygiene-law	Regulation 852/2004 requires food premises to permit adequate cleaning and, where appropriate, disinfection; food-contact equipment must be effectively cleaned and, where necessary, disinfected and installed to allow cleaning of it and the surrounding area.	https://eur-lex.europa.eu/eli/reg/2004/852/oj/eng	excerpts/03-hygiene-law.txt — Annex II, Chapters I and V	checked-by:codex:2026-09-03
03-ehedg-principles	EHEDG describes material compatibility, cleanability, drainability, accessibility and segregation as five hygienic-design principles.	https://www.ehedg.org/congress-2026/programm-sessions/speakers/session/day1-main-stage-jurgen-hoffman	excerpts/03-ehedg-principles.txt — session “Hygienic Design Is a Decision, Not a Detail”, principles sentence	checked-by:codex:2026-09-03
03-iso-hygiene	ISO 14159:2002 is a published standard specifying hygiene requirements for machines used where consumer hygiene risks can occur; ISO lists it as current but under revision.	https://www.iso.org/standard/23748.html	excerpts/03-iso-hygiene.txt — status, abstract and general information	checked-by:codex:2026-09-03
03-cognex-ocr	Cognex markets In-Sight 3800 for reading food-and-beverage lot codes and expiration dates on uneven surfaces.	https://www.cognex.com/support/downloads/ns/1/11/35/In-Sight%203800%20Datasheet.pdf	excerpts/03-cognex-ocr.txt — page 6, “OCR examples”	checked-by:codex:2026-09-03
03-cognex-spec	The In-Sight 3800 image-sensor table lists global-shutter monochrome variants.	https://docs.cognex.com/isvs_2530/web/EN/is3800-manual/Content/Topics/specifications/imager-3800.htm?TocPath=Specifications%7C_____2	excerpts/03-cognex-spec.txt — image-sensor table, “Bit Depth” and “Sensor Type”	checked-by:codex:2026-09-03
03-cognex-system	The In-Sight 3800 system specifications list discrete inputs and outputs, two Ethernet ports and IP67 protection when specified cables and cover or Multi-Torch attachment are installed.	https://docs.cognex.com/isvs_2620/web/EN/is3800-manual/Content/Topics/specifications/specifications-3800.htm	excerpts/03-cognex-system.txt — rows “Discrete Inputs”, “Discrete Outputs”, “Network Communication” and “Protection”	checked-by:codex:2026-09-03
03-global-shutter	A rolling shutter exposes pixel lines sequentially and can distort a rapidly moving target, while a global shutter exposes all pixels at once.	https://www.cognex.com/en-nl/what-is/machine-vision/machine-vision-hardware-components	excerpts/03-global-shutter.txt — section “Rolling vs. global shutters”	checked-by:codex:2026-09-03
